 

stn;time;gre000d0;p06stads;tre200d0;rre150d0;ure200d0;sre000d0;fkl010d0
ABO;20140101;66;865.2;0.5;0.0;65.0;286;1.2
ABO;20140102;27;857.6;1.0;3.7;71.5;59;2.2
ABO;20140103;44;862.2;3.1;2.2;61.6;54;2.1
ABO;20140104;19;862.0;1.8;7.1;91.7;0;1.1
ABO;20140105;67;858.1;-1.1;0.0;80.2;262;1.6
ABO;20140106;54;865.4;3.6;0.0;60.3;223;1.1
ABO;20140107;67;868.8;4.7;0.0;66.6;324;0.9
ABO;20140108;74;872.9;5.9;0.0;66.3;279;1.0
ABO;20140109;63;868.7;9.6;0.4;41.1;172;4.2
ABO;20140110;39;868.3;4.0;0.0;78.2;63;2.1
ABO;20140111;76;866.9;5.1;0.0;66.3;258;1.1
ABO;20140112;81;871.3;3.4;0.0;55.5;339;1.0
ABO;20140113;37;866.7;1.4;7.2;71.0;0;0.9
ABO;20140114;26;856.0;-1.2;10.0;96.4;0;0.9
ABO;20140115;53;861.5;-1.7;0.0;85.8;64;1.1
ABO;20140116;44;857.6;1.7;9.6;87.5;0;1.0
ABO;20140117;62;855.8;-0.7;0.0;92.9;115;0.8
ABO;20140118;33;853.8;1.4;0.0;65.8;0;1.6
ABO;20140119;87;848.8;2.9;0.0;62.7;261;1.4
ABO;20140120;22;850.8;0.0;8.6;88.8;0;0.9
ABO;20140121;35;859.3;-2.2;4.4;97.9;0;1.1
ABO;20140122;90;859.1;-3.5;0.0;85.8;350;0.7
ABO;20140123;38;862.9;-1.0;7.6;76.4;4;2.0
ABO;20140124;41;862.6;-5.2;4.6;89.0;36;1.9
ABO;20140125;86;864.0;-4.3;2.3;72.9;222;1.7
ABO;20140126;40;864.6;0.3;4.3;68.6;0;3.8
ABO;20140127;75;851.7;-1.4;0.9;68.1;169;3.3
ABO;20140128;102;850.9;-6.5;0.0;59.8;359;1.0
ABO;20140129;66;846.5;-3.6;0.0;50.3;60;1.2
ABO;20140130;54;853.7;-2.3;0.0;56.6;0;1.2
ABO;20140131;96;855.6;-1.2;0.0;55.1;272;1.8
ABO;20140201;86;854.9;0.2;10.1;60.5;199;1.6
ABO;20140202;30;858.5;-2.2;1.8;99.1;0;1.4
ABO;20140203;116;858.8;-1.5;0.7;89.2;366;1.6
ABO;20140204;50;859.6;-0.9;0.6;91.0;0;1.2
ABO;20140205;34;852.6;1.5;0.8;58.5;0;5.0
ABO;20140206;96;860.9;1.1;0.0;52.7;235;1.8
ABO;20140207;24;852.4;1.3;5.2;73.2;0;2.1
ABO;20140208;50;854.4;0.0;2.9;64.1;0;2.1
ABO;20140209;77;852.2;-1.0;0.4;57.4;153;4.1
ABO;20140210;73;844.8;3.3;3.7;45.3;25;6.1
ABO;20140211;132;858.4;-1.9;0.1;83.4;384;1.0
ABO;20140212;133;860.6;0.6;1.1;49.4;393;2.3
ABO;20140213;25;856.1;2.4;12.9;68.3;0;5.3
ABO;20140214;44;860.1;0.6;0.0;75.7;0;1.7
ABO;20140215;121;856.2;4.0;7.2;70.8;191;1.6
ABO;20140216;45;864.1;-1.0;8.7;94.8;0;0.9
ABO;20140217;148;862.5;-1.6;0.0;84.2;432;1.0
ABO;20140218;124;865.0;1.7;0.0;52.6;300;0.9
ABO;20140219;53;864.2;0.4;1.5;85.7;0;1.0
ABO;20140220;153;865.3;0.6;0.1;65.7;440;1.0
ABO;20140221;43;859.9;0.2;2.0;88.2;0;1.3
ABO;20140222;129;864.7;-0.8;8.6;71.0;280;1.9
ABO;20140223;160;870.1;-0.8;0.0;75.7;445;0.9
ABO;20140224;166;866.0;0.7;0.0;47.2;446;1.0
ABO;20140225;152;865.2;1.0;0.0;57.6;404;1.2
ABO;20140226;110;862.9;0.2;13.3;82.0;153;1.7
ABO;20140227;146;869.1;-0.7;1.2;86.4;171;1.9
ABO;20140228;107;858.5;0.3;3.9;76.9;121;2.7
ABO;20140301;110;851.9;-2.1;1.9;90.4;56;1.8
ABO;20140302;77;851.7;-2.4;0.0;90.6;3;1.7
ABO;20140303;57;845.8;-1.6;1.5;79.3;0;1.4
ABO;20140304;71;848.6;-2.1;1.6;87.8;0;1.3
ABO;20140305;71;860.9;-0.7;0.4;90.2;2;1.5
ABO;20140306;187;871.0;-0.5;0.0;78.2;319;1.6
ABO;20140307;190;872.6;2.3;0.0;54.4;465;1.3
ABO;20140308;193;875.7;4.1;0.0;51.0;469;1.2
ABO;20140309;193;877.3;5.2;0.0;45.6;476;1.0
ABO;20140310;193;872.4;4.6;0.0;56.7;481;1.2
ABO;20140311;186;870.4;3.8;0.0;65.6;480;1.2
ABO;20140312;203;875.5;5.3;0.0;50.8;487;1.1
ABO;20140313;201;876.7;5.6;0.0;56.3;496;1.1
ABO;20140314;203;874.9;5.9;0.0;64.6;500;1.2
ABO;20140315;125;873.3;4.8;0.0;71.1;45;2.0
ABO;20140316;183;874.4;5.2;0.0;75.7;388;1.4
ABO;20140317;219;873.2;8.1;0.0;43.7;521;1.2
ABO;20140318;206;869.8;9.8;0.0;38.5;538;1.7
ABO;20140319;198;874.9;4.7;0.0;75.0;403;1.7
ABO;20140320;220;871.6;9.8;0.0;37.5;553;2.7
ABO;20140321;220;867.2;9.0;0.0;40.0;540;1.9
ABO;20140322;30;-;4.0;19.2;80.0;0;1.3
ABO;20140323;85;-;-2.2;13.0;90.0;0;1.0
ABO;20140324;165;-;-4.0;1.0;80.0;168;1.3
ABO;20140325;221;858.3;-3.6;0.0;74.3;410;1.4
ABO;20140326;197;856.2;-1.5;0.2;80.3;228;1.4
ABO;20140327;215;858.9;0.5;0.0;68.4;438;1.5
ABO;20140328;246;863.0;3.1;0.0;59.6;563;1.3
ABO;20140329;232;867.8;6.1;0.0;47.6;498;1.5
ABO;20140330;142;868.1;7.7;0.0;41.1;91;0.9
ABO;20140331;225;866.9;7.3;0.0;57.7;524;1.4
ABO;20140401;222;865.2;7.8;0.0;68.0;530;1.4
ABO;20140402;228;862.5;9.1;0.0;58.2;507;1.4
ABO;20140403;66;858.5;9.6;0.0;48.6;0;1.9
ABO;20140404;230;858.2;8.7;2.1;64.6;477;2.1
ABO;20140405;84;863.9;7.0;2.6;88.1;3;1.3
ABO;20140406;245;869.7;8.1;0.0;82.9;380;1.6
ABO;20140407;225;870.5;10.4;3.2;58.1;429;1.7
ABO;20140408;157;870.6;7.5;5.6;75.8;158;2.8
ABO;20140409;274;873.8;4.9;0.0;70.0;561;1.9
ABO;20140410;272;871.3;7.5;0.0;55.9;601;1.6
ABO;20140411;235;867.7;9.3;3.2;62.4;460;1.7
ABO;20140412;97;867.3;8.8;0.0;68.6;34;1.3
ABO;20140413;176;869.2;7.9;0.0;72.0;108;1.6
ABO;20140414;282;869.8;7.4;0.0;61.8;580;2.7
ABO;20140415;304;869.5;3.0;0.0;60.3;584;2.5
ABO;20140416;292;870.8;1.8;0.0;61.7;610;2.1
ABO;20140417;299;869.6;4.9;0.0;51.3;611;1.7
ABO;20140418;51;864.0;2.9;8.4;67.2;0;2.4
ABO;20140419;137;857.2;-0.6;0.8;91.2;6;2.1
ABO;20140420;272;856.9;5.7;0.4;74.5;510;1.7
ABO;20140421;69;855.9;4.8;6.1;93.7;0;1.4
ABO;20140422;222;862.0;7.3;0.0;77.1;253;1.6
ABO;20140423;265;869.4;9.0;0.3;74.6;411;1.9
ABO;20140424;270;869.5;9.7;0.0;69.8;445;1.8
ABO;20140425;172;862.6;9.0;13.1;77.6;227;1.9
ABO;20140426;197;864.4;8.1;36.6;87.1;173;1.8
ABO;20140427;71;860.4;1.6;13.7;94.1;0;1.0
ABO;20140428;56;860.2;0.3;24.3;98.2;0;0.5
ABO;20140429;196;864.1;3.4;0.1;87.2;157;1.1
ABO;20140430;116;860.0;4.1;2.7;85.0;0;1.8
ABO;20140501;200;864.0;6.0;14.5;85.3;146;1.6
ABO;20140502;54;861.2;2.6;23.6;96.4;0;0.9
ABO;20140503;74;865.0;3.0;3.0;95.1;0;2.7
ABO;20140504;148;867.0;2.4;0.0;81.6;3;2.0
ABO;20140505;311;867.6;8.2;0.0;57.9;604;1.6
ABO;20140506;201;867.7;10.3;1.2;59.0;133;1.8
ABO;20140507;121;867.4;8.4;7.3;67.7;69;3.5
ABO;20140508;243;869.6;10.1;0.9;54.1;337;3.0
ABO;20140509;159;870.7;11.4;1.2;70.9;129;3.0
ABO;20140510;184;870.0;11.5;3.3;62.8;225;3.0
ABO;20140511;194;863.4;7.0;10.4;70.9;184;4.0
ABO;20140512;216;866.2;3.8;1.8;75.0;111;2.7
ABO;20140513;122;866.1;1.7;12.3;94.2;13;1.5
ABO;20140514;80;874.0;0.9;12.8;95.4;0;1.1
ABO;20140515;172;875.6;2.0;1.5;85.5;52;2.4
ABO;20140516;187;873.2;4.2;0.0;71.5;107;3.0
ABO;20140517;245;868.6;6.2;0.0;66.4;365;1.8
ABO;20140518;305;866.8;9.7;0.0;66.5;501;1.7
ABO;20140519;296;862.9;12.3;0.0;48.5;493;3.4
ABO;20140520;269;865.7;13.0;0.0;50.4;392;1.8
ABO;20140521;334;867.4;16.2;0.0;43.0;674;4.2
ABO;20140522;317;863.4;15.3;20.5;55.2;521;4.9
ABO;20140523;351;865.6;9.5;0.8;77.3;586;2.4
ABO;20140524;257;867.3;8.8;0.0;79.1;305;2.6
ABO;20140525;259;869.9;10.8;0.0;73.5;337;1.9
ABO;20140526;111;868.0;8.8;15.2;85.9;12;1.4
ABO;20140527;67;865.4;6.4;7.5;93.5;0;1.7
ABO;20140528;167;864.5;7.2;3.7;83.7;101;1.6
ABO;20140529;219;865.8;8.6;0.6;80.8;168;1.7
ABO;20140530;152;868.3;8.3;0.0;84.2;33;2.0
ABO;20140531;314;868.4;9.1;0.0;78.5;439;2.1
ABO;20140601;261;870.4;9.7;0.0;66.4;395;1.9
ABO;20140602;199;869.5;8.9;4.3;76.3;295;1.8
ABO;20140603;182;867.9;9.0;0.3;78.9;177;1.5
ABO;20140604;145;863.3;9.4;3.5;78.3;39;2.1
ABO;20140605;324;866.6;9.7;0.0;75.3;511;2.3
ABO;20140606;330;869.9;14.6;0.0;60.5;636;1.8
ABO;20140607;319;871.8;17.8;0.0;52.9;572;1.6
ABO;20140608;337;874.0;20.1;0.0;44.7;712;1.8
ABO;20140609;263;874.5;20.7;0.0;39.0;484;2.0
ABO;20140610;303;874.7;19.3;0.0;47.8;583;2.2
ABO;20140611;359;875.6;17.4;4.8;67.6;705;2.2
ABO;20140612;248;876.4;16.5;1.7;77.4;489;1.9
ABO;20140613;226;873.0;15.1;11.9;73.7;367;2.0
ABO;20140614;226;868.4;12.4;3.1;83.9;323;2.2
ABO;20140615;94;867.3;10.0;0.0;84.9;0;1.7
ABO;20140616;382;868.2;12.4;0.0;68.0;633;2.4
ABO;20140617;175;867.7;10.0;1.2;79.6;158;1.6
ABO;20140618;202;868.2;9.6;8.2;86.4;334;1.9
ABO;20140619;291;870.4;11.7;1.5;74.9;499;1.7
ABO;20140620;256;869.7;12.8;0.0;68.6;407;2.2
ABO;20140621;354;869.1;14.1;0.0;68.6;730;2.0
ABO;20140622;166;871.0;15.5;2.5;67.7;129;1.9
ABO;20140623;217;872.0;14.7;13.2;79.3;372;1.7
ABO;20140624;91;868.7;11.9;8.2;96.0;4;1.5
ABO;20140625;139;863.2;12.5;1.4;80.3;57;1.8
ABO;20140626;235;865.6;12.1;0.0;74.7;332;1.9
ABO;20140627;295;869.8;14.2;0.0;63.7;502;2.1
ABO;20140628;156;868.6;15.7;5.0;59.9;184;2.5
ABO;20140629;93;864.2;9.9;11.9;84.8;9;2.8
ABO;20140630;236;868.3;9.1;1.1;71.9;224;2.5
ABO;20140701;284;869.2;11.4;6.2;72.2;494;1.9
ABO;20140702;62;870.9;10.4;9.9;95.1;0;1.2
ABO;20140703;350;876.5;14.2;0.0;73.8;736;1.7
ABO;20140704;147;870.1;17.1;0.8;64.8;41;2.5
ABO;20140705;183;867.0;14.4;0.2;81.3;92;2.0
ABO;20140706;251;867.2;16.2;9.4;76.9;461;2.0
ABO;20140707;166;869.1;13.3;19.5;89.4;103;1.6
ABO;20140708;70;864.8;8.6;6.1;86.0;0;2.4
ABO;20140709;76;864.8;7.1;13.6;88.6;0;2.3
ABO;20140710;61;862.8;7.9;10.3;89.4;0;2.6
ABO;20140711;95;866.8;10.8;8.7;94.6;3;1.5
ABO;20140712;155;866.9;11.7;8.0;91.3;25;1.7
ABO;20140713;157;867.2;12.0;6.5;91.1;31;1.4
ABO;20140714;171;867.7;12.5;1.3;90.7;56;1.7
ABO;20140715;321;873.1;14.4;0.0;78.9;498;1.9
ABO;20140716;293;874.6;15.8;0.0;72.0;583;1.7
ABO;20140717;339;875.4;18.4;0.0;56.4;704;1.8
ABO;20140718;338;874.3;19.6;0.0;50.3;719;1.9
ABO;20140719;239;870.7;21.2;0.0;44.8;402;2.1
ABO;20140720;106;867.9;15.8;13.8;76.8;53;2.3
ABO;20140721;86;866.7;10.9;27.3;93.9;0;1.2
ABO;20140722;64;867.6;12.5;11.6;96.3;0;1.0
ABO;20140723;165;867.8;15.1;0.6;87.1;62;1.3
ABO;20140724;110;865.7;12.9;18.7;88.0;30;1.4
ABO;20140725;278;868.1;14.5;5.3;71.3;527;1.9
ABO;20140726;63;867.5;11.4;6.3;93.8;0;1.0
ABO;20140727;110;870.2;13.1;0.0;86.0;44;0.9
ABO;20140728;172;867.6;13.6;60.4;86.7;267;1.6
ABO;20140729;152;863.1;10.9;0.4;85.4;67;1.4
ABO;20140730;62;864.1;11.8;15.5;94.3;0;0.9
ABO;20140731;275;868.4;15.0;0.1;86.9;385;1.7
ABO;20140801;202;866.0;14.8;11.7;84.8;263;1.6
ABO;20140802;156;864.6;14.2;6.5;83.0;123;1.9
ABO;20140803;98;866.1;12.2;2.0;91.6;3;1.1
ABO;20140804;209;870.0;14.0;0.5;82.5;263;1.9
ABO;20140805;167;871.7;12.8;0.7;82.8;116;1.7
ABO;20140806;244;870.8;13.3;0.0;77.8;410;1.7
ABO;20140807;182;869.6;13.8;5.1;84.5;188;1.6
ABO;20140808;233;869.2;15.1;12.8;81.6;292;1.8
ABO;20140809;198;869.1;15.8;0.7;82.6;225;1.9
ABO;20140810;179;867.9;18.2;19.2;71.0;174;2.2
ABO;20140811;89;868.2;12.9;14.1;96.1;50;2.0
ABO;20140812;215;869.5;11.7;4.1;85.2;280;1.6
ABO;20140813;141;860.6;11.4;1.3;78.7;140;3.0
ABO;20140814;177;867.0;9.2;2.2;75.1;144;2.3
ABO;20140815;99;868.0;8.4;4.1;80.7;2;2.4
ABO;20140816;167;871.5;8.0;0.5;82.9;82;1.5
ABO;20140817;267;871.3;10.3;0.0;74.0;537;1.9
ABO;20140818;286;866.0;13.2;6.8;65.8;637;2.3
ABO;20140819;191;865.8;11.3;1.0;84.9;192;2.0
ABO;20140820;217;868.0;10.4;1.1;78.8;302;1.9
ABO;20140821;270;869.3;9.3;0.0;78.8;481;1.9
ABO;20140822;287;868.4;10.9;0.0;75.5;627;2.0
ABO;20140823;96;868.2;9.2;2.5;79.7;37;1.9
ABO;20140824;146;871.1;7.4;2.9;84.9;74;1.8
ABO;20140825;116;869.7;9.3;11.8;80.4;2;1.4
ABO;20140826;41;864.1;13.8;14.4;76.8;0;3.8
ABO;20140827;161;867.4;12.0;0.0;86.2;121;2.0
ABO;20140828;219;871.0;13.6;0.0;81.3;429;1.7
ABO;20140829;119;871.2;14.1;8.2;85.2;64;1.4
ABO;20140830;223;872.2;13.6;0.0;88.5;283;1.8
ABO;20140831;138;870.0;10.9;23.3;91.3;65;2.2
ABO;20140901;192;869.7;8.2;0.5;86.2;223;1.8
ABO;20140902;211;870.7;8.5;0.0;74.9;325;1.8
ABO;20140903;252;868.4;10.2;0.0;81.2;542;1.7
ABO;20140904;188;868.5;13.0;0.0;80.8;240;1.3
ABO;20140905;96;869.3;12.9;7.4;84.8;42;1.0
ABO;20140906;227;867.8;13.7;0.0;79.4;474;1.5
ABO;20140907;230;868.3;14.7;0.0;77.3;504;1.6
ABO;20140908;188;869.9;15.3;2.4;75.8;346;1.5
ABO;20140909;77;870.7;13.6;10.9;86.4;12;1.1
ABO;20140910;167;868.8;12.3;3.4;89.6;278;1.3
ABO;20140911;149;865.7;10.5;0.0;85.5;182;2.1
ABO;20140912;159;867.1;7.8;0.7;89.0;236;1.9
ABO;20140913;203;870.6;10.2;0.0;86.3;402;1.9
ABO;20140914;213;869.2;11.0;0.0;82.7;450;1.5
ABO;20140915;168;868.5;12.1;2.1;82.5;375;1.6
ABO;20140916;195;869.0;12.6;0.0;78.7;421;1.4
ABO;20140917;139;866.6;13.5;0.0;72.5;211;1.2
ABO;20140918;63;866.2;13.2;0.1;76.2;14;0.8
ABO;20140919;125;868.0;13.6;0.1;76.8;216;1.3
ABO;20140920;160;869.7;13.3;8.0;81.3;278;1.7
ABO;20140921;88;871.1;11.5;18.8;83.4;85;2.4
ABO;20140922;222;870.2;8.6;0.4;86.0;396;2.4
ABO;20140923;216;869.6;7.3;0.0;74.1;553;1.4
ABO;20140924;128;867.2;9.9;4.4;75.9;252;1.8
ABO;20140925;213;869.9;7.7;0.0;83.0;462;1.9
ABO;20140926;196;874.1;8.9;0.0;68.8;523;1.1
ABO;20140927;194;876.1;12.4;0.0;70.9;512;1.1
ABO;20140928;190;877.2;13.2;0.0;73.5;496;1.3
ABO;20140929;169;877.5;13.3;0.0;77.9;410;1.4
ABO;20140930;40;877.9;11.5;3.0;92.5;0;0.8
ABO;20141001;163;876.9;11.8;0.0;87.4;244;1.5
ABO;20141002;184;877.4;10.8;0.0;84.0;473;1.4
ABO;20141003;157;875.5;10.2;0.0;87.3;402;1.2
ABO;20141004;116;870.0;10.0;4.7;86.2;210;1.3
ABO;20141005;114;868.3;9.7;3.8;84.6;211;1.6
ABO;20141006;174;865.6;9.3;0.1;82.9;467;1.6
ABO;20141007;73;862.5;12.6;1.2;62.5;28;3.5
ABO;20141008;89;865.2;12.6;0.0;71.6;68;2.3
ABO;20141009;166;865.0;15.6;0.1;47.3;422;3.6
ABO;20141010;104;868.4;12.0;0.5;83.9;117;1.3
ABO;20141011;91;866.8;11.5;0.0;90.7;78;1.4
ABO;20141012;91;866.7;14.1;0.0;61.2;157;2.5
ABO;20141013;27;863.2;9.4;18.6;88.6;0;1.6
ABO;20141014;109;863.5;8.3;1.8;81.6;257;0.9
ABO;20141015;88;862.9;9.9;0.2;84.1;73;0.9
ABO;20141016;34;863.6;11.4;4.0;74.6;0;2.1
ABO;20141017;114;867.0;12.5;0.9;74.1;299;3.1
ABO;20141018;146;873.6;12.5;0.0;60.7;445;1.0
ABO;20141019;146;875.4;14.6;0.0;45.7;443;1.9
ABO;20141020;94;875.1;15.8;23.6;55.0;227;2.5
ABO;20141021;69;868.5;10.6;15.1;71.9;124;4.6
ABO;20141022;31;868.4;-0.2;8.9;83.1;0;2.4
ABO;20141023;143;873.2;0.6;0.0;80.0;294;1.3
ABO;20141024;138;869.7;4.6;0.4;65.8;433;1.0
ABO;20141025;41;870.6;8.2;3.2;86.1;4;1.0
ABO;20141026;131;874.2;7.5;0.0;87.5;418;1.1
ABO;20141027;133;874.2;5.3;0.0;78.7;420;1.0
ABO;20141028;123;870.7;5.0;0.0;74.3;405;1.0
ABO;20141029;121;869.1;4.7;0.0;79.1;396;1.0
ABO;20141030;114;873.1;7.7;0.0;59.7;373;1.1
ABO;20141031;115;875.6;9.6;0.0;63.3;387;0.9
ABO;20141101;109;874.3;9.7;0.0;54.4;386;0.9
ABO;20141102;112;872.1;9.6;0.0;47.7;383;1.0
ABO;20141103;111;864.9;10.4;0.0;42.2;320;4.9
ABO;20141104;53;850.3;10.4;10.3;54.3;23;5.5
ABO;20141105;17;851.5;0.7;23.8;98.2;0;1.0
ABO;20141106;50;860.8;-0.3;0.1;97.4;0;0.8
ABO;20141107;99;860.5;1.9;0.0;85.5;340;1.1
ABO;20141108;103;865.3;2.6;0.0;70.5;366;1.0
ABO;20141109;57;860.5;4.4;0.0;68.7;14;1.4
ABO;20141110;35;863.3;3.7;0.6;84.9;0;1.0
ABO;20141111;114;859.2;8.4;0.0;61.9;332;1.9
ABO;20141112;33;855.3;5.5;13.5;86.1;0;1.3
ABO;20141113;93;862.1;3.5;0.0;88.3;251;1.0
ABO;20141114;78;861.2;7.5;0.0;57.8;252;1.2
ABO;20141115;23;856.9;4.7;23.1;86.1;2;1.5
ABO;20141116;84;855.2;3.0;0.1;85.5;218;1.6
ABO;20141117;42;855.8;1.6;4.9;95.0;0;1.1
ABO;20141118;65;857.6;0.9;1.2;92.7;133;0.9
ABO;20141119;86;865.7;0.8;0.0;82.7;314;0.8
ABO;20141120;82;871.8;4.4;0.0;55.9;251;0.9
ABO;20141121;63;870.9;6.7;0.0;67.4;192;0.7
ABO;20141122;79;870.6;8.0;0.0;65.3;345;0.8
ABO;20141123;70;871.9;10.9;0.0;51.0;231;1.3
ABO;20141124;68;873.2;10.7;0.0;61.3;310;1.1
ABO;20141125;50;870.5;7.9;0.0;71.0;187;0.7
ABO;20141126;68;865.8;7.2;0.0;78.3;185;0.8
ABO;20141127;74;859.6;5.7;0.0;79.3;275;1.2
ABO;20141128;48;857.9;9.8;0.0;46.1;112;3.4
ABO;20141129;48;861.6;9.1;0.0;52.1;65;1.2
ABO;20141130;44;861.7;8.8;0.6;59.8;83;1.0
ABO;20141201;34;852.1;2.4;0.0;94.6;6;1.2
ABO;20141202;20;856.6;-0.5;0.0;98.4;0;1.2
ABO;20141203;55;860.4;0.0;0.0;97.3;74;1.0
ABO;20141204;70;860.9;1.3;0.0;84.0;307;0.8
ABO;20141205;68;864.1;0.2;0.0;83.3;336;1.0
ABO;20141206;25;865.2;-1.9;0.0;96.8;0;1.2
ABO;20141207;29;867.2;-1.8;0.4;97.3;1;1.3
ABO;20141208;22;868.8;-1.6;5.8;97.4;0;1.2
ABO;20141209;33;868.1;-4.2;1.2;93.1;0;2.3
ABO;20141210;44;874.2;-2.6;0.5;86.0;38;1.4
ABO;20141211;58;868.5;0.8;0.2;71.5;173;3.6
ABO;20141212;45;865.0;5.4;0.0;37.7;121;5.0
ABO;20141213;51;862.0;3.9;0.0;52.0;179;1.7
ABO;20141214;47;866.8;3.6;0.0;59.3;0;0.9
ABO;20141215;37;868.3;4.2;0.5;71.8;11;0.9
ABO;20141216;26;863.3;1.6;8.8;93.8;0;0.9
ABO;20141217;19;864.4;0.5;9.6;91.7;0;1.5
ABO;20141218;14;868.4;5.7;5.2;84.4;0;3.2
ABO;20141219;65;873.4;8.2;7.2;49.8;256;4.2
ABO;20141220;41;875.6;3.0;0.2;81.7;159;3.2
ABO;20141221;74;879.7;-0.6;0.0;75.3;332;0.9
ABO;20141222;73;878.3;8.9;0.0;22.5;300;4.1
ABO;20141223;72;877.4;9.5;0.0;19.0;335;2.9
ABO;20141224;67;873.7;3.3;0.0;42.2;332;1.6
ABO;20141225;45;873.5;1.6;0.8;72.4;47;2.9
ABO;20141226;71;875.2;-4.8;0.8;81.8;292;1.3
ABO;20141227;11;858.4;-2.4;8.8;81.7;0;3.9
ABO;20141228;27;851.6;-6.5;3.5;88.7;0;3.0
ABO;20141229;41;874.3;-9.6;2.9;85.4;68;1.1
ABO;20141230;43;878.7;-7.5;2.1;89.2;0;0.9
ABO;20141231;70;877.0;-6.9;0.0;83.5;181;1.1
ABO;20150101;70;878.3;-2.3;0.0;87.1;335;1.0
ABO;20150102;48;880.9;3.1;1.1;79.9;141;2.1
ABO;20150103;32;879.4;4.8;26.4;68.8;11;4.4
ABO;20150104;39;874.4;-0.3;12.1;91.8;121;1.6
ABO;20150105;76;879.3;-2.1;0.0;71.3;336;0.9
ABO;20150106;76;872.7;1.4;0.0;50.8;332;1.1
ABO;20150107;76;875.3;-0.9;0.0;58.0;337;1.1
ABO;20150108;77;878.9;1.0;0.0;64.7;273;1.9
ABO;20150109;32;882.0;5.5;9.2;60.7;0;4.8
ABO;20150110;55;879.2;9.6;1.3;64.8;258;5.2
ABO;20150111;47;867.3;1.1;8.2;71.0;18;4.4
ABO;20150112;54;876.8;5.2;0.0;25.9;36;4.3
ABO;20150113;68;869.9;9.6;0.9;20.0;286;6.2
ABO;20150114;24;867.3;2.4;3.5;66.7;0;4.6
ABO;20150115;67;863.7;4.5;0.0;43.4;211;3.2
ABO;20150116;47;858.5;2.9;9.5;64.1;7;2.0
ABO;20150117;19;860.9;-2.5;11.2;98.4;0;1.8
ABO;20150118;82;863.5;-5.8;0.0;82.9;277;0.9
ABO;20150119;39;859.2;-3.5;0.2;87.6;0;0.8
ABO;20150120;57;857.0;-3.4;0.1;94.4;12;0.9
ABO;20150121;86;856.2;-3.1;0.0;78.4;272;1.1
ABO;20150122;95;856.2;-3.1;0.0;79.3;350;1.1
ABO;20150123;65;863.4;-5.8;0.0;91.8;44;1.3
ABO;20150124;82;867.2;-6.3;0.8;87.5;119;1.6
ABO;20150125;48;870.8;-6.3;0.1;90.9;13;2.6
ABO;20150126;32;872.1;-5.6;7.6;88.2;0;1.1
ABO;20150127;42;868.2;-3.4;0.7;94.2;0;1.9
ABO;20150128;74;867.1;-4.2;2.4;75.2;102;2.2
ABO;20150129;35;852.4;0.5;6.2;75.0;0;5.5
ABO;20150130;38;835.8;-4.2;2.2;74.3;0;3.7
ABO;20150131;75;835.8;-4.7;3.4;74.8;152;2.1
ABO;20150201;36;840.9;-5.1;4.1;79.3;0;2.5
ABO;20150202;63;851.5;-6.2;1.7;80.8;43;1.8
ABO;20150203;80;848.3;-8.7;0.0;76.9;87;0.8
ABO;20150204;63;850.9;-8.5;0.0;87.6;0;1.5
ABO;20150205;45;854.3;-8.3;0.0;92.8;0;1.8
ABO;20150206;68;855.4;-7.5;0.0;89.1;15;1.4
ABO;20150207;107;864.7;-8.4;0.0;88.1;233;1.4
ABO;20150208;64;869.1;-6.9;0.0;83.5;81;2.0
ABO;20150209;66;875.2;-4.9;0.0;74.5;68;1.2
ABO;20150210;123;872.8;-1.2;0.0;64.4;386;1.0
ABO;20150211;126;871.6;3.0;0.0;48.6;389;0.9
ABO;20150212;127;870.0;2.0;0.0;48.2;393;1.0
ABO;20150213;114;868.4;1.4;0.0;54.0;359;1.1
ABO;20150214;107;860.0;0.8;0.0;63.9;186;1.9
ABO;20150215;107;857.4;-0.7;0.6;81.5;220;1.5
ABO;20150216;129;864.2;0.6;0.0;53.2;418;1.5
ABO;20150217;140;871.7;0.6;0.0;59.4;432;1.3
ABO;20150218;148;879.1;-3.3;0.0;74.2;434;1.2
ABO;20150219;155;878.3;1.2;0.0;40.7;436;1.2
ABO;20150220;157;870.5;1.2;0.0;39.6;438;1.6
ABO;20150221;52;852.4;-1.1;13.2;69.7;4;2.6
ABO;20150222;64;854.4;-4.2;0.5;92.7;0;1.9
ABO;20150223;40;855.0;-0.2;5.0;78.5;0;3.0
ABO;20150224;49;855.9;-3.1;5.0;90.6;0;1.7
ABO;20150225;174;866.2;-3.8;0.0;77.1;425;1.3
ABO;20150226;169;867.5;-2.8;0.1;55.5;448;1.2
ABO;20150227;44;858.5;-1.4;5.4;92.9;0;1.7
ABO;20150228;91;866.5;-3.4;0.5;93.1;0;1.4
ABO;20150301;67;863.1;4.0;18.0;74.2;8;5.1
ABO;20150302;30;860.0;2.7;15.3;76.5;0;4.5
ABO;20150303;167;870.7;0.9;1.4;69.5;345;2.1
ABO;20150304;61;871.5;-2.5;9.8;89.9;4;3.1
ABO;20150305;173;877.0;-4.5;0.0;78.9;348;3.2
ABO;20150306;183;879.4;-3.0;0.0;63.4;464;1.2
ABO;20150307;184;878.1;3.0;0.0;39.9;443;1.0
ABO;20150308;172;873.7;4.8;0.0;39.2;465;1.2
ABO;20150309;189;873.3;5.0;0.0;45.5;473;1.2
