 

stn;time;gre000d0;p06stads;tre200d0;rre150d0;ure200d0;sre000d0;fkl010d0
ABO;20150310;165;873.8;4.4;0.0;54.1;281;1.3
ABO;20150311;192;872.9;3.8;0.0;75.1;419;1.7
ABO;20150312;204;873.3;0.4;0.0;63.3;487;1.9
ABO;20150313;201;868.1;0.6;0.0;58.0;489;1.5
ABO;20150314;163;866.5;0.9;0.0;71.8;209;1.8
ABO;20150315;150;867.2;2.0;0.0;55.9;190;1.7
ABO;20150316;134;867.8;4.2;0.0;51.2;33;1.8
ABO;20150317;197;869.9;5.8;0.0;52.5;392;1.9
ABO;20150318;200;873.1;6.0;0.0;60.0;447;1.5
ABO;20150319;205;871.6;5.5;0.0;70.0;475;1.5
ABO;20150320;159;870.6;5.7;0.2;68.6;415;1.3
ABO;20150321;43;866.9;2.8;13.9;91.0;0;1.5
ABO;20150322;107;862.0;-0.8;0.6;94.0;3;2.0
ABO;20150323;227;865.7;2.4;0.0;74.5;544;1.4
ABO;20150324;187;860.7;5.0;0.0;59.3;348;1.8
ABO;20150325;53;854.6;2.8;4.2;82.5;0;2.0
ABO;20150326;69;858.8;-0.1;3.9;95.9;0;1.8
ABO;20150327;122;865.6;0.5;0.9;84.4;71;1.6
ABO;20150328;190;871.5;2.4;0.4;70.0;316;2.2
ABO;20150329;72;867.3;5.7;35.4;70.4;5;6.2
ABO;20150330;27;860.5;4.1;30.7;87.0;0;4.8
ABO;20150331;117;866.2;6.9;5.1;63.6;122;7.6
ABO;20150401;70;870.1;-0.3;0.8;62.2;0;4.3
ABO;20150402;68;870.2;1.5;18.4;75.7;0;4.6
ABO;20150403;164;869.3;0.8;3.6;94.9;78;1.3
ABO;20150404;58;862.4;0.7;13.8;96.9;0;1.6
ABO;20150405;87;862.0;-3.1;0.3;87.6;5;2.8
ABO;20150406;278;869.9;-2.7;0.0;66.3;567;1.6
ABO;20150407;281;877.3;-0.7;0.0;57.2;596;1.5
ABO;20150408;278;878.0;3.9;0.0;47.2;597;1.7
ABO;20150409;277;876.5;8.2;0.0;49.5;600;1.7
ABO;20150410;266;874.6;9.6;0.0;51.2;575;2.2
ABO;20150411;129;873.5;6.8;0.1;63.2;64;1.9
ABO;20150412;267;878.8;8.1;0.0;60.9;560;1.8
ABO;20150413;276;879.8;9.9;0.0;54.0;580;2.7
ABO;20150414;199;880.0;8.3;0.0;49.1;317;1.3
ABO;20150415;294;873.9;11.3;0.0;30.7;605;2.1
ABO;20150416;117;869.2;10.0;0.8;52.1;64;1.7
ABO;20150417;67;865.4;7.3;10.1;83.8;3;1.8
ABO;20150418;60;867.0;3.6;1.4;97.3;0;1.9
ABO;20150419;245;864.7;5.0;0.1;77.4;265;1.6
ABO;20150420;294;870.8;7.5;0.0;67.2;541;2.1
ABO;20150421;300;875.0;8.6;0.0;59.4;629;2.0
ABO;20150422;281;875.4;10.4;0.0;57.1;539;1.9
ABO;20150423;260;868.5;10.0;0.0;56.8;448;2.1
ABO;20150424;309;867.3;10.7;0.0;49.3;635;2.5
ABO;20150425;107;865.2;9.8;4.7;64.2;0;2.8
ABO;20150426;205;863.2;9.2;0.0;76.1;212;2.0
ABO;20150427;212;855.2;9.7;11.2;77.6;259;2.3
ABO;20150428;47;862.5;1.7;3.5;95.4;0;2.4
ABO;20150429;245;866.9;4.0;5.1;75.7;437;1.9
ABO;20150430;260;868.4;7.3;6.6;57.4;463;3.1
ABO;20150501;25;860.9;7.5;75.4;85.3;0;4.4
ABO;20150502;231;864.8;9.7;27.1;77.3;273;3.3
ABO;20150503;64;863.0;12.0;27.9;79.0;1;3.9
ABO;20150504;135;865.8;13.8;1.8;71.9;40;3.1
ABO;20150505;168;861.2;15.2;15.2;61.7;129;4.5
ABO;20150506;248;868.0;9.3;4.7;76.5;321;2.6
ABO;20150507;315;870.8;8.9;0.0;73.5;508;2.2
ABO;20150508;189;868.0;10.6;3.9;66.6;323;1.9
ABO;20150509;260;873.0;10.2;0.0;83.1;385;2.3
ABO;20150510;324;877.5;10.9;0.0;65.7;685;1.9
ABO;20150511;318;876.3;14.6;0.0;46.5;679;1.9
ABO;20150512;311;875.4;17.2;0.0;39.8;681;2.4
ABO;20150513;265;874.0;19.4;0.0;37.0;475;4.1
ABO;20150514;243;866.8;13.5;14.6;64.4;382;3.3
ABO;20150515;38;861.5;1.6;28.7;96.0;0;2.3
ABO;20150516;202;872.4;6.9;0.0;82.8;85;1.2
ABO;20150517;311;876.0;10.2;0.0;76.4;386;2.0
ABO;20150518;340;868.2;12.6;0.0;74.7;675;2.2
ABO;20150519;60;862.7;7.5;12.9;91.3;1;2.0
ABO;20150520;95;863.7;1.9;17.6;96.0;10;2.3
ABO;20150521;72;869.0;0.9;3.9;96.3;0;2.4
ABO;20150522;63;872.5;4.0;0.0;88.3;0;2.6
ABO;20150523;55;867.6;4.9;0.0;82.5;0;1.7
ABO;20150524;163;867.8;7.6;0.0;74.1;130;1.4
ABO;20150525;101;868.2;8.3;8.4;81.3;3;1.5
ABO;20150526;151;866.4;5.7;7.0;90.2;37;2.0
ABO;20150527;349;871.8;6.6;0.0;76.7;543;2.3
ABO;20150528;355;870.1;10.1;0.0;55.3;717;2.1
ABO;20150529;355;867.0;12.9;1.8;50.4;667;2.3
ABO;20150530;215;867.5;11.0;0.0;74.3;282;2.7
ABO;20150531;282;869.3;11.8;0.0;71.6;525;2.1
ABO;20150601;237;870.1;13.6;2.3;68.6;421;2.4
ABO;20150602;240;871.9;14.5;0.0;72.1;323;2.2
ABO;20150603;278;875.6;16.4;0.0;61.3;518;2.2
ABO;20150604;295;877.1;17.5;0.0;69.4;579;2.0
ABO;20150605;300;875.7;18.9;0.7;66.5;555;2.5
ABO;20150606;327;876.5;17.8;30.0;67.7;647;2.4
ABO;20150607;296;877.4;15.9;4.9;72.5;576;2.2
ABO;20150608;150;873.7;13.2;11.2;83.9;283;1.7
ABO;20150609;202;870.7;11.1;2.1;92.2;70;2.3
ABO;20150610;202;871.3;13.0;0.0;85.6;169;1.6
ABO;20150611;196;871.7;14.5;10.6;77.5;195;1.9
ABO;20150612;179;867.8;15.9;0.8;59.0;203;1.9
ABO;20150613;277;866.8;15.4;0.5;75.6;396;2.7
ABO;20150614;172;864.0;13.2;7.9;84.7;210;2.2
ABO;20150615;109;866.3;11.4;12.0;95.3;34;1.7
ABO;20150616;147;870.2;11.4;8.5;94.1;22;2.3
ABO;20150617;276;871.7;11.6;0.0;81.9;309;2.4
ABO;20150618;178;872.3;11.1;16.7;87.7;239;1.7
ABO;20150619;145;869.6;10.8;0.2;80.3;54;2.3
ABO;20150620;133;870.7;8.7;1.0;81.4;78;1.9
ABO;20150621;109;872.0;10.5;0.6;72.6;4;2.4
ABO;20150622;283;869.3;14.9;25.9;54.3;463;4.1
ABO;20150623;161;865.5;9.1;2.8;85.9;87;2.7
ABO;20150624;346;871.6;10.7;0.0;73.5;667;2.0
ABO;20150625;292;874.4;13.3;0.0;64.5;540;2.1
ABO;20150626;309;874.7;14.9;0.0;62.2;600;2.0
ABO;20150627;194;872.9;16.6;0.0;57.3;213;2.6
ABO;20150628;337;873.7;16.0;0.0;67.3;681;2.0
ABO;20150629;267;875.5;16.9;0.0;60.5;355;1.9
ABO;20150630;334;874.4;19.0;0.0;57.4;709;2.3
ABO;20150701;295;874.4;21.0;0.0;60.2;588;2.1
ABO;20150702;306;876.2;22.6;0.0;57.8;587;2.2
ABO;20150703;302;879.7;22.8;0.0;56.8;513;1.6
ABO;20150704;309;878.3;23.2;0.0;50.8;628;1.8
ABO;20150705;307;875.3;24.3;0.0;47.1;609;2.2
ABO;20150706;303;876.1;21.0;0.0;70.1;576;2.1
ABO;20150707;288;872.5;24.7;9.8;39.9;533;3.8
ABO;20150708;261;868.6;15.3;0.0;77.6;286;2.5
ABO;20150709;334;872.0;12.4;0.0;67.6;600;2.6
ABO;20150710;353;873.7;15.2;0.0;58.9;731;2.4
ABO;20150711;321;872.8;20.6;0.0;43.9;637;3.0
ABO;20150712;310;873.5;17.7;0.0;59.6;636;2.5
ABO;20150713;193;872.8;16.7;0.0;66.8;150;2.0
ABO;20150714;338;873.5;17.8;0.0;65.1;726;2.4
ABO;20150715;301;873.8;18.8;0.0;63.1;628;2.1
ABO;20150716;317;873.6;20.9;0.0;50.6;718;2.3
ABO;20150717;170;874.0;20.0;2.1;54.7;350;1.8
ABO;20150718;172;874.0;18.6;1.5;66.1;162;2.1
ABO;20150719;244;870.5;19.4;2.4;65.2;429;3.0
ABO;20150720;293;871.3;18.6;0.0;74.1;556;2.6
ABO;20150721;325;872.0;20.8;0.8;64.8;699;2.7
ABO;20150722;162;871.0;18.3;9.2;77.6;349;2.6
ABO;20150723;229;871.2;16.5;0.0;86.3;252;2.8
ABO;20150724;234;867.5;16.7;69.2;81.4;478;2.9
ABO;20150725;163;865.3;13.5;0.0;73.7;247;3.4
ABO;20150726;180;868.7;11.8;12.5;78.0;267;2.2
ABO;20150727;326;863.3;15.9;0.0;56.1;569;4.7
ABO;20150728;287;865.5;13.1;0.1;73.9;442;3.2
ABO;20150729;64;864.5;12.3;9.9;83.0;4;3.0
ABO;20150730;181;867.9;10.1;0.0;83.8;81;2.3
ABO;20150731;294;868.3;13.2;10.2;72.2;559;2.4
ABO;20150801;101;868.3;12.7;11.6;90.6;21;2.0
ABO;20150802;269;871.7;14.7;0.0;85.1;375;2.1
ABO;20150803;304;872.7;18.1;0.0;69.6;657;2.2
ABO;20150804;169;870.6;16.9;0.5;75.9;194;2.1
ABO;20150805;303;872.0;18.4;0.0;73.4;628;2.4
ABO;20150806;289;873.1;21.1;0.0;58.6;581;1.9
ABO;20150807;294;872.8;22.6;0.3;49.8;650;2.0
ABO;20150808;261;874.3;20.5;1.5;65.3;574;1.9
ABO;20150809;78;871.2;16.6;28.8;91.4;8;2.0
ABO;20150810;211;870.3;16.0;0.0;84.6;317;1.8
ABO;20150811;257;870.6;17.4;0.0;79.7;443;1.8
ABO;20150812;262;874.0;18.9;0.0;69.4;547;1.5
ABO;20150813;210;871.6;19.0;1.0;70.4;368;1.8
ABO;20150814;70;866.7;13.5;12.4;91.9;36;1.4
ABO;20150815;52;865.2;10.1;23.5;96.3;0;1.7
ABO;20150816;155;865.1;10.0;1.8;95.7;77;2.1
ABO;20150817;113;865.8;10.0;8.6;94.0;0;1.6
ABO;20150818;92;866.7;9.6;19.4;92.8;9;1.3
ABO;20150819;94;870.2;9.1;0.7;92.7;0;1.4
ABO;20150820;206;874.1;10.9;0.0;81.1;373;1.4
ABO;20150821;248;875.5;13.0;0.0;73.8;485;1.5
ABO;20150822;255;872.4;14.1;0.0;72.5;498;1.7
ABO;20150823;70;865.3;13.5;1.4;81.2;56;1.1
ABO;20150824;81;861.6;12.4;9.2;83.7;13;2.1
ABO;20150825;291;870.3;11.4;0.0;78.3;564;2.1
ABO;20150826;278;872.1;14.5;0.0;61.9;611;1.3
ABO;20150827;251;870.6;17.6;0.0;58.6;527;1.5
ABO;20150828;257;872.2;19.4;0.0;56.0;540;1.8
ABO;20150829;258;876.2;19.7;0.0;65.0;608;1.4
ABO;20150830;258;876.2;20.1;0.0;68.0;603;1.6
ABO;20150831;263;872.7;18.7;0.0;58.1;602;1.6
ABO;20150901;54;866.6;14.0;14.0;85.7;5;1.8
ABO;20150902;118;868.8;11.1;0.3;90.4;69;1.5
ABO;20150903;58;867.0;10.2;0.0;89.4;0;1.5
ABO;20150904;261;868.4;10.5;5.6;79.4;489;2.0
ABO;20150905;32;867.5;6.1;9.7;93.4;1;1.3
ABO;20150906;174;872.9;7.0;0.0;83.5;231;1.9
ABO;20150907;215;874.2;7.8;0.0;77.1;304;1.7
ABO;20150908;181;872.6;8.7;0.0;79.0;353;1.3
ABO;20150909;208;870.1;10.6;0.0;76.4;409;1.6
ABO;20150910;132;868.4;9.2;3.8;86.1;156;1.6
ABO;20150911;186;868.4;11.2;0.4;71.5;265;1.9
ABO;20150912;204;870.6;13.2;0.0;71.3;442;1.7
ABO;20150913;135;865.2;13.6;14.8;74.2;233;2.1
ABO;20150914;175;860.6;11.5;0.7;72.0;330;3.1
ABO;20150915;119;863.2;9.6;0.0;77.8;14;1.7
ABO;20150916;94;856.9;19.3;0.0;38.5;161;6.5
ABO;20150917;58;856.2;10.3;16.5;84.8;103;2.0
ABO;20150918;67;867.8;7.7;1.3;93.1;11;1.3
ABO;20150919;159;873.0;7.5;13.9;84.0;240;1.8
ABO;20150920;165;873.8;8.1;0.0;84.4;257;1.3
ABO;20150921;221;869.2;8.4;0.0;79.0;557;1.3
ABO;20150922;113;862.8;8.9;4.3;78.5;40;1.8
ABO;20150923;37;861.8;4.1;7.7;92.2;0;1.4
ABO;20150924;232;870.0;5.8;0.0;81.0;535;1.4
ABO;20150925;205;871.3;7.7;0.0;80.8;530;1.6
ABO;20150926;185;870.9;8.2;0.0;83.0;449;1.6
ABO;20150927;134;872.8;7.5;0.0;88.9;205;1.5
ABO;20150928;152;876.3;6.7;0.0;80.0;236;1.9
ABO;20150929;125;874.2;5.2;0.0;85.4;227;1.5
ABO;20150930;190;875.0;6.4;0.0;83.7;449;1.9
ABO;20151001;187;871.1;6.6;0.0;70.0;477;1.8
ABO;20151002;99;871.1;8.9;0.0;67.9;157;1.4
ABO;20151003;105;869.8;9.3;7.2;80.6;177;1.4
ABO;20151004;187;869.7;8.0;0.1;86.5;439;1.7
ABO;20151005;131;868.3;11.3;3.4;80.2;283;1.3
ABO;20151006;48;862.0;10.6;10.4;86.0;37;2.0
ABO;20151007;69;865.5;7.4;3.4;96.3;0;2.1
ABO;20151008;82;869.1;6.5;0.0;88.2;0;1.1
ABO;20151009;154;869.3;7.5;0.0;85.1;364;1.6
ABO;20151010;138;865.8;6.7;0.0;90.1;311;1.5
ABO;20151011;142;861.7;6.2;0.0;85.5;334;1.7
ABO;20151012;134;863.7;7.3;0.0;68.3;278;1.0
ABO;20151013;51;864.1;5.9;14.0;89.2;2;1.7
ABO;20151014;56;863.3;1.1;1.4;90.0;0;1.7
ABO;20151015;29;859.9;-0.3;6.2;99.3;0;1.7
ABO;20151016;67;864.5;-0.1;0.0;96.7;0;1.5
ABO;20151017;97;865.6;1.2;0.0;90.1;39;1.3
ABO;20151018;53;866.1;3.2;4.7;93.3;12;1.2
ABO;20151019;114;867.0;3.4;0.0;93.9;160;1.6
ABO;20151020;135;867.3;2.6;0.0;85.8;372;1.8
ABO;20151021;141;868.5;2.2;0.0;85.6;409;1.5
ABO;20151022;75;867.7;3.0;0.0;84.5;96;1.2
ABO;20151023;138;872.4;6.2;0.0;79.4;436;1.1
ABO;20151024;110;870.9;10.5;0.0;47.8;214;0.9
ABO;20151025;101;873.7;8.7;0.0;66.5;247;1.1
ABO;20151026;130;870.3;9.7;0.0;57.1;429;1.2
ABO;20151027;115;868.0;8.8;0.0;46.6;392;1.1
ABO;20151028;90;864.4;8.8;16.3;70.0;248;1.7
ABO;20151029;52;867.5;4.2;0.8;91.6;0;1.0
ABO;20151030;116;872.0;7.0;0.0;77.9;393;0.9
ABO;20151031;119;874.5;9.8;0.0;53.0;388;1.2
ABO;20151101;118;879.3;9.6;0.0;38.6;386;1.2
ABO;20151102;117;876.9;9.3;0.0;33.6;385;1.6
ABO;20151103;57;872.5;10.6;0.0;43.8;57;1.6
ABO;20151104;83;873.5;7.6;0.0;68.0;265;1.0
ABO;20151105;104;873.2;7.6;0.0;73.4;373;1.0
ABO;20151106;105;875.3;9.5;0.0;62.6;371;1.1
ABO;20151107;100;878.8;10.4;0.0;52.8;369;1.0
ABO;20151108;99;880.1;12.2;0.0;52.4;366;0.9
ABO;20151109;71;880.8;11.0;0.0;53.0;267;1.4
ABO;20151110;99;879.8;9.1;0.0;56.6;362;0.8
ABO;20151111;98;877.0;8.3;0.0;56.7;362;0.9
ABO;20151112;93;877.2;9.3;0.0;46.1;325;0.8
ABO;20151113;91;877.1;7.9;0.0;54.5;356;1.1
ABO;20151114;87;880.6;6.8;0.0;63.9;353;2.4
ABO;20151115;46;876.1;10.8;0.0;55.8;47;2.1
ABO;20151116;81;872.5;9.0;0.0;55.8;353;1.2
ABO;20151117;88;870.3;10.7;1.0;39.2;287;3.1
ABO;20151118;86;874.0;8.5;0.0;67.6;316;2.3
ABO;20151119;77;873.6;9.7;3.4;52.0;266;4.1
ABO;20151120;10;869.4;8.6;60.3;72.9;0;6.3
ABO;20151121;44;850.1;-1.7;7.7;82.9;14;2.6
ABO;20151122;36;853.0;-4.4;6.7;91.2;8;1.9
ABO;20151123;90;864.8;-8.2;0.0;80.1;346;0.8
ABO;20151124;81;869.7;-4.8;2.0;71.1;313;1.3
ABO;20151125;30;860.7;-0.7;17.2;91.7;0;1.7
ABO;20151126;27;858.9;-3.1;5.5;94.4;0;2.8
ABO;20151127;86;864.4;-5.4;0.0;85.1;233;1.0
ABO;20151128;34;862.9;-2.7;1.3;91.6;0;1.2
ABO;20151129;24;872.5;2.2;1.9;65.6;0;4.7
ABO;20151130;66;878.1;4.3;0.0;58.4;245;4.5
ABO;20151201;46;878.7;2.6;0.0;69.4;6;2.2
ABO;20151202;80;877.6;5.5;0.0;42.9;339;0.9
ABO;20151203;79;878.0;5.7;0.0;36.7;338;0.9
ABO;20151204;42;878.9;4.9;1.2;54.7;15;1.4
ABO;20151205;72;879.8;3.4;0.0;79.7;337;0.9
ABO;20151206;70;877.7;3.8;0.0;69.2;320;0.9
ABO;20151207;71;881.4;4.0;0.0;68.2;337;0.8
ABO;20151208;69;879.9;3.7;0.5;64.7;336;1.4
ABO;20151209;15;881.6;1.3;3.1;88.5;0;1.0
ABO;20151210;75;882.2;1.1;0.0;54.2;336;0.8
ABO;20151211;72;877.8;1.8;0.0;43.0;313;1.2
ABO;20151212;73;876.3;0.2;0.0;61.4;335;0.7
ABO;20151213;63;870.9;1.7;0.0;44.8;219;0.8
ABO;20151214;69;870.5;1.0;0.0;62.8;335;0.8
ABO;20151215;60;873.1;3.5;1.9;58.0;187;1.0
ABO;20151216;36;877.6;6.4;0.6;77.0;24;2.8
ABO;20151217;68;878.8;5.4;0.0;69.0;335;0.9
ABO;20151218;48;876.0;7.3;0.0;56.9;108;1.0
ABO;20151219;65;874.8;7.2;0.0;60.2;334;0.8
ABO;20151220;65;873.3;7.7;0.0;52.9;334;0.8
ABO;20151221;24;876.8;4.8;0.2;78.3;1;1.7
ABO;20151222;56;880.5;5.1;0.0;52.8;252;0.9
ABO;20151223;71;879.0;4.2;0.0;62.4;332;1.3
ABO;20151224;57;875.9;4.7;0.0;56.2;247;1.1
ABO;20151225;67;880.2;4.7;0.0;52.0;335;0.8
ABO;20151226;70;880.6;5.9;0.0;41.0;335;0.7
ABO;20151227;67;879.8;6.2;0.0;36.6;335;0.8
ABO;20151228;71;878.6;7.3;0.0;31.0;335;0.9
ABO;20151229;65;874.9;4.1;0.0;47.9;311;1.1
ABO;20151230;70;874.8;1.8;0.0;63.6;336;0.9
ABO;20151231;26;872.2;3.3;2.1;63.7;0;1.0
ABO;20160101;69;874.2;1.3;0.0;84.6;311;0.9
ABO;20160102;22;863.7;1.4;5.4;79.9;0;1.2
ABO;20160103;56;861.5;-0.7;3.5;83.3;89;1.6
ABO;20160104;24;847.4;1.4;1.9;70.8;0;4.2
ABO;20160105;68;847.6;0.3;0.7;71.2;282;2.5
ABO;20160106;70;850.5;-1.1;2.4;72.9;179;1.5
ABO;20160107;11;850.8;1.5;19.4;75.6;0;3.5
ABO;20160108;20;857.4;2.8;7.7;86.9;0;2.2
ABO;20160109;15;855.6;2.5;7.8;93.7;0;1.0
ABO;20160110;23;851.1;2.3;2.1;83.1;0;2.6
ABO;20160111;15;845.1;2.1;17.8;79.5;0;4.6
ABO;20160112;20;852.7;-0.7;7.6;79.3;0;3.8
ABO;20160113;50;864.5;-3.8;0.8;68.7;70;3.6
ABO;20160114;29;861.3;-3.5;2.1;74.8;0;2.1
ABO;20160115;72;862.6;-4.5;1.8;60.9;173;3.4
ABO;20160116;42;865.6;-6.3;7.7;88.6;0;1.7
ABO;20160117;32;868.5;-8.0;1.9;84.4;0;1.3
ABO;20160118;59;863.1;-9.7;0.0;78.2;37;0.6
ABO;20160119;45;860.2;-2.7;0.5;81.4;8;1.5
ABO;20160120;48;862.6;-2.0;1.5;89.8;0;0.9
ABO;20160121;92;867.1;-4.9;0.0;76.0;348;0.8
ABO;20160122;89;872.9;-0.4;0.8;48.4;315;1.4
ABO;20160123;59;878.3;0.6;0.5;80.6;181;1.3
ABO;20160124;70;881.5;3.2;0.0;44.9;41;1.0
ABO;20160125;91;879.2;5.8;0.0;62.5;353;0.8
ABO;20160126;86;879.5;6.8;0.0;52.1;297;1.7
ABO;20160127;93;876.7;8.5;0.0;42.0;185;3.2
ABO;20160128;65;873.8;6.1;0.0;53.7;2;1.9
ABO;20160129;89;878.6;3.6;0.0;77.7;252;1.3
ABO;20160130;74;873.8;4.4;10.2;53.4;150;4.4
ABO;20160131;14;866.8;4.9;33.1;81.5;0;5.8
ABO;20160201;104;876.1;7.5;0.0;65.6;285;2.7
ABO;20160202;87;874.3;4.5;0.0;69.4;146;1.7
ABO;20160203;17;867.3;-0.2;18.6;81.5;0;2.5
ABO;20160204;50;876.9;-1.6;12.9;76.1;0;3.4
ABO;20160205;109;876.5;1.4;0.0;87.8;352;0.8
ABO;20160206;102;870.1;5.4;0.0;49.3;231;3.1
ABO;20160207;43;855.8;4.0;4.7;60.7;0;5.4
ABO;20160208;79;861.6;5.1;1.7;49.6;30;6.8
ABO;20160209;31;858.3;4.4;12.0;60.9;0;7.1
ABO;20160210;61;850.7;-3.7;1.4;69.1;3;3.3
ABO;20160211;112;857.3;-4.4;2.5;72.3;234;1.2
ABO;20160212;44;853.5;-2.7;9.5;81.4;0;1.9
ABO;20160213;71;847.1;2.0;8.2;71.5;107;4.5
ABO;20160214;79;841.1;0.6;2.0;84.0;54;2.2
ABO;20160215;52;853.2;-3.1;3.4;92.4;0;2.0
ABO;20160216;41;870.4;-3.4;0.0;95.4;0;2.1
ABO;20160217;105;866.3;-4.7;0.0;91.2;142;1.4
ABO;20160218;118;862.2;-3.7;2.5;87.2;217;1.3
ABO;20160219;43;866.1;-3.8;2.7;93.4;0;1.5
ABO;20160220;38;872.9;0.2;12.0;75.0;0;4.2
ABO;20160221;150;874.2;9.8;0.0;45.1;441;3.8
ABO;20160222;101;868.2;8.1;0.1;50.2;178;2.9
ABO;20160223;53;863.9;2.3;10.9;79.2;0;4.0
ABO;20160224;73;865.7;-2.5;1.6;85.5;0;1.2
ABO;20160225;46;857.8;0.1;4.9;89.0;0;2.6
ABO;20160226;162;859.0;-3.8;0.0;84.6;325;1.4
ABO;20160227;138;851.8;0.9;0.0;63.1;310;1.7
ABO;20160228;82;850.8;1.9;0.0;73.5;0;1.7
ABO;20160229;32;855.2;-2.1;6.1;97.8;0;2.1
ABO;20160301;161;868.4;-1.4;2.1;88.7;265;1.4
ABO;20160302;70;862.5;2.0;11.2;77.9;16;4.0
ABO;20160303;39;853.6;-3.6;5.6;78.6;0;2.7
ABO;20160304;114;855.1;-0.4;0.2;67.8;4;2.8
ABO;20160305;58;846.6;-1.7;5.6;89.9;0;1.5
ABO;20160306;120;852.1;-3.5;0.9;81.0;97;1.9
ABO;20160307;183;852.3;-5.0;3.7;71.7;411;1.4
ABO;20160308;150;858.2;-4.9;0.4;88.1;133;2.3
ABO;20160309;201;859.2;-5.1;0.0;69.8;479;1.1
ABO;20160310;202;859.7;-2.1;0.0;63.9;484;1.4
ABO;20160311;196;866.1;-0.4;0.0;69.7;456;2.1
ABO;20160312;186;868.8;-0.8;0.0;80.5;382;2.2
ABO;20160313;128;868.2;-0.9;0.0;85.2;55;1.8
ABO;20160314;204;869.9;-1.1;0.0;82.3;471;1.6
ABO;20160315;148;869.8;-0.3;3.8;75.6;251;2.0
ABO;20160316;173;860.8;-1.2;0.0;78.6;153;2.6
ABO;20160317;218;870.3;2.3;0.0;51.8;525;1.8
ABO;20160318;225;868.4;2.5;0.0;56.5;542;1.3
ABO;20160319;232;866.7;3.2;0.0;58.0;549;1.4
ABO;20160320;227;866.1;4.0;0.0;56.4;552;1.5
ABO;20160321;217;864.4;2.6;0.0;75.9;493;1.7
ABO;20160322;214;860.7;1.2;0.0;76.1;420;2.4
ABO;20160323;165;855.3;0.0;0.0;72.1;151;3.4
ABO;20160324;242;861.2;1.2;0.0;67.4;558;1.6
ABO;20160325;68;865.8;1.3;1.8;84.0;0;1.6
ABO;20160326;248;869.3;4.4;0.0;61.4;562;1.4
ABO;20160327;69;862.3;2.8;1.6;71.9;13;1.6
ABO;20160328;109;860.0;4.3;0.4;52.4;53;3.4
ABO;20160329;138;864.0;6.1;1.1;60.9;13;4.1
ABO;20160330;148;864.3;9.0;0.0;57.0;180;3.2
ABO;20160331;166;861.9;13.2;0.0;32.4;242;5.5
ABO;20160401;106;863.5;7.3;0.2;81.6;55;2.0
ABO;20160402;156;866.0;11.5;0.0;46.4;33;2.7
ABO;20160403;118;865.3;12.2;0.0;41.8;38;3.0
ABO;20160404;213;861.6;9.0;0.0;73.6;331;2.5
ABO;20160405;146;858.5;8.1;7.2;81.7;179;2.3
ABO;20160406;99;866.1;4.5;2.3;89.0;14;1.4
ABO;20160407;159;863.2;2.8;1.8;89.4;167;2.2
ABO;20160408;69;859.9;0.0;5.8;96.7;0;2.5
ABO;20160409;91;856.5;0.4;0.0;92.3;0;1.1
ABO;20160410;276;860.6;4.6;0.0;69.9;601;1.3
ABO;20160411;211;862.1;7.6;0.0;65.5;358;1.8
ABO;20160412;268;863.7;8.1;0.0;69.3;511;1.9
ABO;20160413;107;859.3;4.7;13.6;87.2;89;2.0
ABO;20160414;237;863.6;5.1;0.1;76.5;362;1.5
ABO;20160415;104;860.5;8.1;0.1;63.7;8;3.0
ABO;20160416;167;858.4;10.2;1.9;57.7;156;4.2
ABO;20160417;108;859.0;6.2;4.5;83.5;59;3.2
ABO;20160418;69;865.8;0.2;9.8;98.1;0;2.1
ABO;20160419;306;873.0;3.7;0.0;78.4;564;1.2
ABO;20160420;311;873.8;8.5;0.0;51.7;629;1.6
ABO;20160421;250;872.7;11.4;0.0;43.9;444;1.7
ABO;20160422;196;869.4;8.8;6.7;76.0;195;1.5
ABO;20160423;65;860.7;4.7;12.6;91.2;0;2.2
ABO;20160424;104;861.1;-2.2;10.7;93.2;0;2.6
ABO;20160425;219;862.7;-1.5;0.8;73.8;153;3.0
ABO;20160426;188;857.3;2.6;9.3;61.8;114;5.8
ABO;20160427;248;859.5;-2.4;0.2;77.1;249;1.9
ABO;20160428;289;863.3;0.6;0.0;58.0;452;1.9
ABO;20160429;305;866.5;3.5;0.0;65.5;572;1.6
ABO;20160430;193;866.2;3.7;33.6;75.1;326;1.9
ABO;20160501;132;864.3;-0.2;9.2;96.9;0;1.4
ABO;20160502;137;870.2;2.7;0.1;91.5;35;1.3
ABO;20160503;88;870.8;3.1;8.9;90.2;21;1.3
ABO;20160504;335;873.3;4.1;0.0;71.8;506;1.5
ABO;20160505;341;869.4;7.3;0.0;52.9;681;1.8
ABO;20160506;336;868.4;10.0;0.0;42.5;681;1.8
ABO;20160507;322;865.1;10.9;0.0;44.4;623;2.0
ABO;20160508;322;863.5;12.0;0.0;42.6;642;3.5
ABO;20160509;181;864.6;12.6;0.0;54.1;89;1.8
ABO;20160510;296;862.1;13.3;0.0;61.6;424;2.1
ABO;20160511;169;858.1;11.3;8.8;73.9;50;1.8
ABO;20160512;58;853.7;6.2;30.9;87.0;0;2.1
ABO;20160513;53;854.4;6.6;11.9;87.5;0;2.6
ABO;20160514;61;859.4;5.5;14.5;91.2;3;1.4
ABO;20160515;217;867.4;3.6;0.2;80.2;169;2.6
ABO;20160516;195;870.2;3.0;0.1;77.0;309;1.9
